1.570796 0 1
1.568887 -0.06180247 1
1.563157 -0.1236043 1
1.553609 -0.185402 1
1.540241 -0.2471869 1
1.523056 -0.308942 1
1.502055 -0.3706398 1
1.477245 -0.4322389 1
1.448632 -0.4936823 1
1.416228 -0.5548941 1
1.380051 -0.6157777 1
1.340124 -0.6762133 1
1.296479 -0.7360562 1
1.249159 -0.7951352 1
1.198217 -0.8532518 1
1.143718 -0.9101798 1
1.085744 -0.9656656 1
1.024392 -1.01943 1
0.9597786 -1.071169 1
0.8920385 -1.120559 1
0.8213273 -1.167262 1
0.7478217 -1.210927 1
0.6717205 -1.251201 1
0.5932441 -1.287736 1
0.512634 -1.320194 1
0.430152 -1.34826 1
0.3460787 -1.371649 1
0.2607109 -1.390113 1
0.1743594 -1.403451 1
0.08734601 -1.411515 1
-3.023377e-07 -1.414214 1
-0.08734662 -1.411515 1
-0.17436 -1.403451 1
-0.2607115 -1.390113 1
-0.3460793 -1.371649 1
-0.4301526 -1.34826 1
-0.5126345 -1.320193 1
-0.5932446 -1.287735 1
-0.671721 -1.251201 1
-0.7478222 -1.210927 1
-0.8213277 -1.167262 1
-0.892039 -1.120559 1
-0.9597791 -1.071168 1
-1.024392 -1.019429 1
-1.085744 -0.9656652 1
-1.143718 -0.9101794 1
-1.198217 -0.8532514 1
-1.24916 -0.7951348 1
-1.29648 -0.7360557 1
-1.340124 -0.6762129 1
-1.380051 -0.6157773 1
-1.416228 -0.5548936 1
-1.448632 -0.4936818 1
-1.477245 -0.4322385 1
-1.502055 -0.3706393 1
-1.523056 -0.3089416 1
-1.540241 -0.2471865 1
-1.553609 -0.1854016 1
-1.563157 -0.1236038 1
-1.568887 -0.06180203 1
-1.570796 4.441073e-07 1
-1.568886 0.06180292 1
-1.563157 0.1236047 1
-1.553608 0.1854024 1
-1.540241 0.2471873 1
-1.523055 0.3089425 1
-1.502055 0.3706402 1
-1.477244 0.4322393 1
-1.448631 0.4936827 1
-1.416228 0.5548945 1
-1.38005 0.6157781 1
-1.340124 0.6762137 1
-1.296479 0.7360566 1
-1.249159 0.7951356 1
-1.198216 0.8532522 1
-1.143717 0.9101802 1
-1.085743 0.965666 1
-1.024391 1.01943 1
-0.9597781 1.071169 1
-0.892038 1.12056 1
-0.8213267 1.167262 1
-0.7478211 1.210927 1
-0.6717199 1.251201 1
-0.5932435 1.287736 1
-0.5126333 1.320194 1
-0.4301514 1.34826 1
-0.3460781 1.371649 1
-0.2607103 1.390113 1
-0.1743588 1.403451 1
-0.08734537 1.411515 1
9.462755e-07 1.414214 1
0.08734726 1.411515 1
0.1743607 1.403451 1
0.2607121 1.390113 1
0.3460799 1.371648 1
0.4301532 1.348259 1
0.5126351 1.320193 1
0.5932452 1.287735 1
0.6717216 1.2512 1
0.7478228 1.210926 1
0.8213283 1.167261 1
0.8920395 1.120559 1
0.9597795 1.071168 1
1.024393 1.019429 1
1.085744 0.9656648 1
1.143718 0.910179 1
1.198217 0.853251 1
1.24916 0.7951343 1
1.29648 0.7360553 1
1.340124 0.6762124 1
1.380051 0.6157768 1
1.416228 0.5548932 1
1.448632 0.4936814 1
1.477245 0.432238 1
1.502056 0.3706388 1
1.523056 0.3089411 1
1.540241 0.247186 1
1.553609 0.1854011 1
1.563157 0.1236034 1
1.568887 0.06180156 1
1.570796 -9.106657e-07 1

