0.4 0 0 2 -0.5
0.3915173 -0.3208744 0.1039792 1.958111 -0.5
0.3670196 -0.6067695 0.2037588 1.842853 -0.5
0.3289732 -0.8363047 0.2961114 1.679035 -0.5
0.2805125 -1.004977 0.3792085 1.493339 -0.5
0.2246783 -1.119617 0.4524678 1.305891 -0.5
0.1640153 -1.191346 0.5161406 1.128515 -0.5
0.1004771 -1.231129 0.5709178 0.9666121 -0.5
0.03549033 -1.247991 0.6176607 0.8216561 -0.5
-0.02993253 -1.248755 0.6572476 0.6930804 -0.5
-0.09508526 -1.238364 0.6905003 0.5794265 -0.5
-0.1594809 -1.220323 0.7181551 0.4789614 -0.5
-0.2227871 -1.197097 0.7408572 0.3899767 -0.5
-0.2847805 -1.170414 0.7591663 0.3109164 -0.5
-0.3453136 -1.141487 0.7735655 0.2404172 -0.5
-0.4042926 -1.111169 0.7844716 0.1773088 -0.5
-0.4616613 -1.080058 0.7922448 0.1205965 -0.5
-0.5173897 -1.048577 0.7971973 0.069439 -0.5
-0.5714667 -1.017021 0.7996008 0.02312494 -0.5
-0.6238942 -0.9855966 0.7996929 -0.01894758 -0.5
-0.674683 -0.9544456 0.7976817 -0.05728915 -0.5
-0.72385 -0.9236645 0.793751 -0.09233434 -0.5
-0.7714165 -0.893316 0.7880635 -0.1244543 -0.5
-0.8174061 -0.8634392 0.7807637 -0.1539674 -0.5
-0.8618442 -0.8340555 0.7719807 -0.1811476 -0.5
-0.9047569 -0.8051741 0.7618305 -0.2062318 -0.5
-0.9461706 -0.7767948 0.7504172 -0.2294255 -0.5
-0.9861113 -0.7489111 0.737835 -0.2509078 -0.5
-1.024605 -0.7215121 0.7241693 -0.2708351 -0.5
-1.061676 -0.6945834 0.7094979 -0.2893447 -0.5
-1.097349 -0.6681087 0.6938918 -0.3065575 -0.5
-1.131648 -0.6420702 0.6774161 -0.3225801 -0.5
-1.164594 -0.6164494 0.6601304 -0.3375071 -0.5
-1.196209 -0.5912272 0.64209 -0.3514224 -0.5
-1.226514 -0.5663845 0.6233459 -0.3644006 -0.5
-1.255527 -0.5419023 0.6039453 -0.3765084 -0.5
-1.283268 -0.5177618 0.5839322 -0.3878053 -0.5
-1.309753 -0.4939447 0.5633476 -0.3983449 -0.5
-1.334999 -0.4704329 0.54223 -0.4081749 -0.5
-1.359021 -0.447209 0.5206153 -0.4173385 -0.5
-1.381835 -0.424256 0.4985373 -0.4258745 -0.5
-1.403454 -0.4015574 0.4760281 -0.4338178 -0.5
-1.42389 -0.379097 0.4531178 -0.4411998 -0.5
-1.443157 -0.3568596 0.4298351 -0.4480491 -0.5
-1.461264 -0.3348299 0.4062071 -0.4543912 -0.5
-1.478223 -0.3129935 0.3822598 -0.4602491 -0.5
-1.494044 -0.2913361 0.358018 -0.4656438 -0.5
-1.508735 -0.2698441 0.3335055 -0.4705938 -0.5
-1.522305 -0.2485041 0.308745 -0.4751161 -0.5
-1.534761 -0.2273029 0.2837586 -0.4792257 -0.5
-1.54611 -0.2062281 0.2585676 -0.4829359 -0.5
-1.556359 -0.185267 0.2331925 -0.4862587 -0.5
-1.565513 -0.1644077 0.2076533 -0.4892046 -0.5
-1.573577 -0.1436382 0.1819695 -0.4917828 -0.5
-1.580556 -0.1229467 0.1561602 -0.4940012 -0.5
-1.586453 -0.1023219 0.130244 -0.4958665 -0.5
-1.591272 -0.08175239 0.1042392 -0.4973845 -0.5
-1.595015 -0.06122688 0.07816398 -0.4985596 -0.5
-1.597684 -0.04073428 0.0520361 -0.4993954 -0.5
-1.599281 -0.02026357 0.02587329 -0.4998943 -0.5
-1.599806 0.0001962426 -0.0003068564 -0.5000579 -0.5
-1.599261 0.02065613 -0.0264868 -0.4998865 -0.5
-1.597643 0.04112705 -0.05264899 -0.4993797 -0.5
-1.594953 0.06161999 -0.07877584 -0.498536 -0.5
-1.59119 0.082146 -0.1048496 -0.4973529 -0.5
-1.58635 0.1027162 -0.1308525 -0.4958269 -0.5
-1.580432 0.1233418 -0.1567664 -0.4939534 -0.5
-1.573433 0.1440341 -0.1825731 -0.4917268 -0.5
-1.565348 0.1648047 -0.2082537 -0.4891403 -0.5
-1.556173 0.1856653 -0.2337893 -0.4861859 -0.5
-1.545903 0.2066277 -0.2591604 -0.4828544 -0.5
-1.534533 0.2277041 -0.2843469 -0.4791353 -0.5
-1.522056 0.2489069 -0.3093283 -0.4750167 -0.5
-1.508465 0.2702488 -0.3340833 -0.470485 -0.5
-1.493753 0.2917429 -0.3585899 -0.4655253 -0.5
-1.477911 0.3134024 -0.3828253 -0.4601208 -0.5
-1.46093 0.3352412 -0.4067656 -0.4542525 -0.5
-1.442801 0.3572734 -0.430386 -0.4478998 -0.5
-1.423513 0.3795136 -0.4536607 -0.4410395 -0.5
-1.403055 0.4019768 -0.4765623 -0.4336459 -0.5
-1.381414 0.4246786 -0.4990622 -0.4256905 -0.5
-1.358578 0.4476349 -0.5211301 -0.4171419 -0.5
-1.334533 0.4708623 -0.5427342 -0.407965 -0.5
-1.309264 0.4943777 -0.5638405 -0.398121 -0.5
-1.282757 0.5181988 -0.5844129 -0.3875667 -0.5
-1.254993 0.5423434 -0.6044131 -0.3762542 -0.5
-1.225957 0.5668299 -0.6238 -0.3641298 -0.5
-1.195628 0.5916772 -0.6425295 -0.351134 -0.5
-1.16399 0.6169041 -0.6605543 -0.3371999 -0.5
-1.131019 0.6425299 -0.6778233 -0.3222527 -0.5
-1.096697 0.6685735 -0.6942814 -0.3062083 -0.5
-1.060999 0.6950535 -0.7098686 -0.2889721 -0.5
-1.023903 0.7219876 -0.7245198 -0.2704372 -0.5
-0.9853844 0.7493921 -0.738164 -0.2504825 -0.5
-0.9454184 0.7772813 -0.7507231 -0.2289704 -0.5
-0.9039791 0.8056661 -0.7621118 -0.205744 -0.5
-0.8610404 0.8345528 -0.7722356 -0.1806239 -0.5
-0.8165761 0.8639415 -0.78099 -0.1534041 -0.5
-0.7705601 0.8938228 -0.7882592 -0.1238473 -0.5
-0.722967 0.924175 -0.7939137 -0.09167862 -0.5
-0.6737732 0.9549587 -0.7978087 -0.05657911 -0.5
-0.6229575 0.9861105 -0.7997811 -0.01817661 -0.5
-0.5705032 1.017534 -0.7996469 0.02396456 -0.5
-0.5163994 1.049085 -0.7971974 0.07035635 -0.5
-0.4606446 1.080557 -0.7921946 0.1216023 -0.5
-0.4032503 1.111652 -0.7843662 0.1784156 -0.5
-0.3442466 1.141945 -0.7733992 0.2416399 -0.5
-0.2836904 1.170835 -0.7589326 0.3122725 -0.5
-0.2216763 1.197463 -0.7405485 0.3914866 -0.5
-0.1583528 1.220609 -0.7177628 0.4806486 -0.5
-0.09394505 1.238536 -0.6900145 0.5813173 -0.5
-0.02878736 1.248763 -0.6566569 0.6952026 -0.5
0.03663016 1.247765 -0.6169522 0.8240355 -0.5
0.1015969 1.230572 -0.5700776 0.9692654 -0.5
