1 0 0
0.9179275 0.2663358 0.001263694
0.8679243 0.5117337 0.004655094
0.8453659 0.7446459 0.009835396
0.8468115 0.9723233 0.01673396
0.8697924 1.201122 0.0254856
0.9126465 1.436757 0.03640052
0.9743914 1.684508 0.04995753
1.054627 1.949396 0.06681514
1.153462 2.23633 0.08783798
1.271462 2.550234 0.1141379
1.409612 2.896151 0.1471306
1.569294 3.279341 0.1886098
1.752272 3.705354 0.2408421
1.960687 4.180098 0.3066867
2.197057 4.709882 0.3897445
2.464282 5.301441 0.4945437
2.765648 5.961925 0.6267673
3.104825 6.698852 0.7935305
3.485865 7.519986 1.003714
3.913175 8.433142 1.268357
4.391478 9.445855 1.601113
4.925731 10.56489 2.018757
5.520997 11.7955 2.541719
6.182247 13.14044 3.194606
6.914062 14.59853 4.006622
7.720212 16.16279 5.011742
8.603068 17.81806 6.248445
9.562823 19.53811 7.758695
10.59649 21.28229 9.585772
11.69665 22.99226 11.77049
12.85008 24.58919 14.34538
14.03628 25.9728 17.32653
15.22617 27.02348 20.70349
16.38138 27.60941 24.42829
17.4546 27.59986 28.4061
18.39137 26.88471 32.49114
19.13389 25.39801 36.49192
19.62667 23.14013 40.18863
19.8233 20.1914 43.36222
19.69334 16.71033 45.82944
19.22737 12.91396 47.47471
18.43901 9.044064 48.26857
17.36323 5.328717 48.26729
16.05135 1.950332 47.5945
14.56419 -0.9722636 46.41237
12.96487 -3.38591 44.89161
11.31275 -5.292965 43.18777
9.659301 -6.734959 41.42722
8.045942 -7.77561 39.70241
6.503594 -8.48677 38.07383
5.053418 -8.938644 36.57554
3.708205 -9.194135 35.22188
2.474004 -9.306357 34.0138
1.351728 -9.318255 32.94394
0.3385798 -9.263417 32.0005
-0.5707697 -9.167418 31.16987
-1.383248 -9.049282 30.43826
-2.106673 -8.922863 29.79272
-2.749236 -8.798021 29.22164
-3.319133 -8.681591 28.71488
-3.824317 -8.578146 28.26387
-4.272333 -8.490583 27.86142
-4.670221 -8.420564 27.50165
-5.024465 -8.368853 27.17976
-5.340969 -8.335561 26.8919
-5.625063 -8.320324 26.63502
-5.881519 -8.322436 26.40671
-6.114572 -8.340945 26.20509
-6.327956 -8.374719 26.02871
-6.524936 -8.422498 25.87646
-6.708341 -8.482922 25.74751
-6.880597 -8.554561 25.6412
-7.04376 -8.635925 25.55704
-7.199547 -8.725475 25.49463
-7.349364 -8.821634 25.45361
-7.494329 -8.922786 25.43366
-7.635299 -9.027284 25.43443
-7.772893 -9.133456 25.45554
-7.90751 -9.239604 25.4965
-8.039347 -9.344022 25.55676
-8.168421 -9.444995 25.63562
-8.294586 -9.540823 25.73223
-8.417547 -9.62983 25.84561
-8.536881 -9.710387 25.97457
-8.652053 -9.780934 26.11774
-8.762434 -9.840006 26.27357
-8.867323 -9.886264 26.44032
-8.965963 -9.918517 26.61605
-9.057567 -9.935761 26.79865
-9.141336 -9.937201 26.98589
-9.216482 -9.922281 27.17538
-9.282253 -9.890704 27.36467
-9.337952 -9.842454 27.55125
-9.382962 -9.777803 27.73261
-9.416765 -9.697314 27.90626
-9.438959 -9.601842 28.06984
-9.449275 -9.492512 28.22111
-9.44759 -9.370703 28.35802
-9.433934 -9.238017 28.47873
-9.408497 -9.096239 28.58169
-9.371625 -8.947297 28.66564
-9.323824 -8.793217 28.72961
-9.265745 -8.636074 28.77296
-9.198174 -8.477943 28.79539
-9.12202 -8.320859 28.79689
-9.038294 -8.166773 28.77777
-8.948093 -8.017518 28.73859
-8.852574 -7.874779 28.68019
-8.752939 -7.74007 28.6036
-8.65041 -7.614724 28.51006
-8.546208 -7.499878 28.40096
-8.441541 -7.396476 28.27777
-8.337579 -7.305272 28.1421
-8.235444 -7.226836 27.99558
-8.1362 -7.161569 27.83989
-8.040836 -7.109716 27.67671
-7.950267 -7.071379 27.50771
-7.865321 -7.046539 27.33456
-7.786744 -7.035067 27.15887
-7.71519 -7.036743 26.98221
-7.65123 -7.051269 26.80612
-7.595345 -7.07828 26.63205
-7.547936 -7.117356 26.46144
-7.509322 -7.168029 26.29565
-7.479746 -7.22979 26.13598
-7.459376 -7.302093 25.98368
-7.448311 -7.384359 25.83995
-7.446585 -7.475969 25.70594
-7.454168 -7.576274 25.58273
-7.470966 -7.684581 25.47136
-7.496831 -7.800158 25.3728
-7.531553 -7.922223 25.28797
-7.574867 -8.049943 25.21771
-7.626451 -8.182426 25.16281
-7.685926 -8.318718 25.12397
